"","GSM1923000","GSM1923004","GSM1923010","GSM1923012","GSM1923007","GSM1923020","GSM192998","GSM1922995","GSM1923002","GSM1923008","GSM1923015","GSM1923018","GSM1923022","GSM1923017"
"ACOT7",6.2393145,6.675532,6.2728805,6.0618195,6.3098095,6.1992355,6.413385,6.1585125,6.503222,6.3149715,6.3656685,5.970094,6.343126,6.451391
"ACOT8",7.981205,8.039247,8.053395,8.264103,8.006489,7.81931,7.795134,7.874366,7.978266,7.968157,7.971252,8.009972,7.903508,7.943275
"ACOT9",8.60422,8.641243,9.126645,8.776108,8.675326,8.949757,8.72374,8.835032,8.794209,8.884797,8.888406,8.973329,9.028234,8.830824
"ACOX1",9.404051,9.326135,9.273273,9.067036,9.639272,9.641586,9.003985,9.479469,8.75109,9.34312,9.387427,9.425297,9.038912,9.74946
"ACOX2",5.045174,5.25277,5.101878,5.228558,5.036241,4.949307,4.963324,5.285789,5.009454,5.201112,4.979313,4.925274,5.22905,5.63426
"ACOX3",7.802929,7.447079,7.600881,7.572113,7.660297,7.588709,7.531129,7.548985,7.48738,7.484642,7.899858,7.772798,7.710701,7.600881
"ACOXL",4.550383,4.940413,4.883618,4.780135,4.41193,4.724298,4.311217,4.640537,4.851732,4.678574,4.612108,4.370271,4.844534,4.848522
"ACOXL-AS1",3.778771,4.471888,4.142659,4.405428,4.287585,3.820896,3.962935,3.927439,4.286237,3.836766,3.676909,3.780848,3.697956,4.535794
"ACP1",8.973166,9.337973,8.773038,9.000448,8.921437,8.834097,9.396172,9.145306,10.02881,9.264173,9.002181,9.041151,10.23415,9.022213
"ACP2",8.261732,8.063522,8.195882,8.238771,8.266763,7.89347,8.188826,7.972379,7.924333,8.076234,8.148654,8.235524,8.239584,8.063935
"ACP4",6.681485,7.004295,6.512503,6.517168,6.467497,6.330801,6.488282,6.372547,6.522968,6.579879,6.231587,6.384626,6.437613,6.797255
"ACP5",6.402256,6.687815,6.627236,6.987216,7.451409,7.263134,6.759888,6.626332,7.576514,7.352124,6.969084,7.579375,7.378737,7.344999
"ACP6",6.995024,6.952337,7.096826,6.807708,7.170479,6.821802,6.883091,6.81867,6.94282,7.103698,6.867304,7.080806,6.71696,6.662353
"ACP7",4.69173,4.919938,4.528632,4.640132,4.65427,4.49004,4.398607,4.212729,4.370518,4.516747,4.520035,4.193684,4.338082,4.625891
"ACPP",9.561339,9.06914,9.969234,9.591656,9.737532,9.65481,9.283651,9.882008,9.70312,9.988812,9.618879,9.606451,9.488477,9.948318
"ACR",5.3922275,5.6338825,5.287239,5.4322675,5.2861575,5.0636245,5.3564745,5.322719,5.134834,5.443873,5.125464,4.9591785,5.018649,5.420325
"ACRBP",8.055957,8.004044,7.908605,7.846714,7.99615,7.832549,7.603281,7.851382,7.541404,7.860097,7.7059,8.304543,7.624347,8.418427
"ACRV1",4.239618,4.256034,4.533756,4.237299,4.23799,4.277417,4.10065,4.414203,4.299179,4.515267,4.056984,4.118674,3.94811,4.376967
"ACSBG1",5.516762,5.54857,5.013204,5.529021,5.289514,5.354052,5.338994,5.236418,5.330954,5.521413,4.911223,5.096254,5.360168,5.657497
"ACSBG2",3.801681,3.936143,3.938467,4.060569,3.971858,3.83579,3.936143,3.936143,3.936143,4.186291,3.975819,3.9583,3.658245,4.018592
"ACSF2",6.575637,6.517566,6.758508,6.489008,6.717798,6.554703,6.626787,6.645244,6.261409,6.543944,6.824679,6.923899,6.136848,6.533592
"ACSF3",8.093781,8.118928,8.078766,8.268351,7.897438,7.87526,8.054537,7.697195,7.979088,7.710076,7.952426,8.414014,7.861614,7.542649
"ACSL1",11.88258,11.51682,11.71315,11.48566,11.71523,12.02292,11.73593,11.82778,11.42436,11.7287,11.5813,11.44377,11.81732,11.80267
"ACSL3",7.735349,7.545988,7.910837,7.572929,8.056073,7.874836,7.953642,7.911872,7.748606,7.723771,7.942528,7.678476,8.315933,7.890422
"ACSL4",8.694,8.61161,9.038446,8.717061,8.945935,9.185164,9.106819,9.022226,8.884037,8.775537,8.88221,8.671515,8.76102,9.11699
"ACSL5",9.325249,9.442094,9.430792,9.470971,9.27046,9.242134,9.447421,9.294506,9.115615,9.371515,9.624107,9.362139,9.46105,8.962368
"ACSL6",6.432466,6.739284,6.065632,6.429911,6.634279,6.681741,6.621768,6.52987,7.85552,6.564867,6.945307,6.90055,7.696547,6.498835
"ACSM1",4.686007,4.539776,4.741024,4.740608,4.530755,4.363724,4.702219,4.571726,4.6288,4.438373,4.622502,4.605222,4.374659,4.81072
"ACSM2A",4.57401933333333,4.94200233333333,4.59308833333333,4.89134766666667,4.47644966666667,4.49192266666667,4.35946333333333,4.495387,4.50780333333333,4.81786733333333,4.45873166666667,4.54783666666667,4.51023866666667,4.50891933333333
"ACSM3",6.4122815,5.6609705,6.8299445,5.68657,6.2071135,6.5334235,6.698089,6.6014815,6.704457,6.327139,6.749208,6.1972405,6.2959405,6.395813
"ACSM5",5.739042,5.763381,5.421824,5.568188,5.531872,5.391027,4.992032,5.212452,5.396761,5.370214,5.431351,5.493313,5.407114,5.528423
"ACSM6",3.742331,3.797025,3.516889,3.764286,3.570121,3.541927,3.424395,3.505038,3.786368,3.857395,3.446751,3.753467,3.302697,3.681198
"ACSS1",7.982516,7.841882,7.8296,8.057944,7.955212,7.604396,8.064934,7.819453,7.491384,7.831962,7.911952,8.18219,7.616422,7.489693
"ACSS2",7.919288,7.682304,8.125616,7.924622,8.231338,8.019176,7.636045,8.027831,7.709391,7.830911,7.924622,8.151429,7.770122,8.064735
"ACSS3",4.434184,4.987078,4.806599,4.460314,4.583081,4.687661,4.601551,4.645098,4.688287,4.806185,4.48354,4.645098,4.598611,4.704363
"ACTA1",6.902596,7.18152,6.653163,7.083914,6.914063,6.844297,6.938873,6.857656,6.806082,7.210277,6.599287,6.918678,6.869819,7.211352
"ACTA2",7.264629,8.021518,7.157572,7.590533,7.88491,7.323414,8.081983,7.306966,7.774614,6.997135,8.195594,7.619857,7.835059,7.799461
"ACTA2-AS1",6.705146,6.733594,6.928046,6.744599,6.999126,6.65994,6.914004,6.664551,6.837775,6.740613,7.119763,6.748414,6.820421,6.594129
"ACTB",12.77588,12.74578,12.78297,12.59385,12.73893,12.68925,12.62563,12.50635,12.69181,12.7138,12.74688,12.74375,12.45543,12.68608
"ACTBL2",3.740037,3.901191,3.270539,3.425589,3.400187,3.227159,3.333294,3.178289,3.510559,3.343607,3.047335,3.264053,3.506222,3.239237
"ACTBP2",11.67302,11.87003,11.95502,11.96594,11.72925,11.68714,11.74418,11.78555,11.70728,11.8959,12.12601,12.12143,11.6309,11.85648
"ACTBP7",9.500805,9.533289,9.728959,9.545768,9.520953,9.463305,9.464804,9.65659,9.52438,9.596454,9.709861,9.672873,9.618804,9.50645
"ACTC1",4.358025,4.828055,4.671539,4.640076,4.595034,4.825325,4.383124,4.50854,4.675176,4.7319,4.396533,4.593302,4.276096,4.593302
"ACTG1",12.50505,12.54586,12.65316,12.64887,12.51976,12.5148,12.54953,12.50784,12.5404,12.59567,12.65213,12.63508,12.54805,12.51059
"ACTG1P1",12.14176,12.10888,12.25696,11.88521,12.14011,12.0106,12.0021,12.12615,11.98586,12.03315,12.02526,12.28011,11.78091,11.90552
"ACTG1P17",6.213542,6.238734,6.034509,6.210606,6.229828,6.092651,6.078504,6.28384,5.878482,6.337921,6.327246,5.798965,6.215111,6.102034
"ACTG2",4.68172,5.08259,4.91175,5.023369,4.73191,4.607862,5.032789,5.088745,4.81453,5.028709,4.702423,5.016733,5.00404,5.035137
"ACTL10",5.703804,5.849388,5.53862,5.72589,5.604996,5.85791,5.66315,5.293837,5.473074,5.572535,5.525627,5.395441,5.330122,5.574244
"ACTL6A",6.930252,6.791188,7.163697,7.145912,6.975246,7.024838,7.222307,6.991651,7.070715,6.775937,7.213253,7.038755,7.146206,6.72922
"ACTL6B",5.533229,5.394558,5.275215,5.507969,5.461659,5.464976,5.098024,5.346805,5.373634,5.733781,5.101451,5.243532,5.294782,5.368299
"ACTL7A",4.26148,4.510942,4.50285,4.72577,4.395555,4.316998,4.319822,4.429973,4.553897,4.731135,4.443474,4.585278,4.723889,4.451868
"ACTL7B",5.643419,5.615637,5.129653,5.89161,5.643382,5.677674,5.472469,5.328574,5.080183,5.203692,5.540528,5.183932,5.485027,5.547893
"ACTL8",5.381248,5.492406,5.345112,5.421034,4.82568,5.014883,5.081687,5.32408,5.388258,5.224278,4.83512,5.336708,5.010532,5.441217
"ACTL9",5.798574,6.04945,5.766164,5.796996,5.49394,5.907002,5.679585,5.3707,5.687008,5.942445,5.26494,5.574027,5.773499,5.992556
"ACTN1",11.70171,11.67912,11.67081,11.36386,11.83484,11.76746,11.38594,11.65478,11.60612,11.66122,11.51983,11.70096,11.27157,11.94294
"ACTN2",3.656123,3.810219,3.735642,4.083466,3.537022,3.771977,3.526213,3.627202,3.603321,3.851078,3.626432,3.328012,3.95412,3.672904
"ACTN3",5.523573,5.726959,5.541983,5.579961,5.622721,5.561316,5.161809,5.268755,5.39251,5.739402,5.207376,5.331796,5.348437,5.298524
"ACTN4",11.80837,11.68349,11.75817,11.43036,11.6608,11.75313,11.51426,11.77198,11.51654,11.65284,11.90149,11.66239,11.52375,11.72864
"ACTR10",8.063686,7.939562,8.425982,8.275658,8.419345,8.422395,8.476362,8.408684,8.521382,8.419109,8.368244,8.262561,8.515203,8.295834
"ACTR1A",9.563089,9.597822,9.546548,9.713996,9.517105,9.76123,9.6711,9.548698,9.649091,9.580673,9.705627,9.720068,9.580345,9.719751
"ACTR1B",6.521536,6.1696135,6.28154,6.431142,6.417838,6.433833,6.3218985,6.364342,6.402689,6.467381,6.3577185,6.3168985,6.447566,6.305235
"ACTR2",11.90882,11.93119,12.09377,11.85987,11.84373,11.84332,11.85947,12.01298,11.89173,11.82918,12.05333,11.85209,12.08122,12.03786
"ACTR3",11.24563,11.31531,11.43798,11.46345,11.30755,11.36546,11.51355,11.51001,11.39038,11.43989,11.39064,11.13418,11.4855,11.43073
"ACTR3B",7.448947,7.519418,7.330673,7.242215,7.265616,7.311039,7.372999,7.69182,7.32579,7.268423,7.075664,7.388355,7.407402,7.088589
"ACTR3BP5",2.78040875,2.59953975,2.612294,2.9106475,2.42603275,2.41441325,2.4319775,2.497582,2.592129,2.481177,2.4682145,2.50881875,2.6051055,2.4319725
"ACTR3C",6.724236,7.098591,7.364174,6.641455,7.070527,6.549407,6.748685,7.072656,7.134605,6.862053,7.568944,6.962589,7.343514,6.80174
"ACTR5",7.142313,7.269907,7.31284,7.685619,7.325791,7.581103,7.729252,7.607923,7.386944,7.386924,7.522464,7.827757,7.849736,7.152106
"ACTR6",5.200778,4.964334,5.473041,5.351027,5.261403,5.568017,5.717341,5.696114,5.829283,5.111492,5.757757,5.315293,6.024555,4.844392
"ACTR8",7.666195,7.773917,8.156761,7.667551,7.832823,8.081207,8.069944,8.143702,7.831223,7.842813,8.129119,8.078465,7.968347,7.781804
"ACTRT1",3.24777,3.329653,3.170197,3.653241,3.307725,3.191324,3.301575,3.242817,3.353132,3.390892,3.185401,3.206887,3.237744,3.318785
"ACTRT2",5.771175,5.978682,5.363037,5.95153,5.74411,5.439955,5.137836,5.552749,5.625604,5.721251,5.380168,5.455986,5.933802,5.667372
"ACTRT3",4.429513,4.748477,4.257381,4.3808,4.058539,4.244915,4.183082,3.776196,4.378368,4.667206,4.457884,4.091928,4.384437,4.571824
"ACVR1",7.343737,7.277909,7.665562,7.242561,7.440101,7.363435,7.451936,7.501737,7.665015,7.520971,7.60377,7.694905,7.411623,7.514519
"ACVR1B",7.644626,7.476675,7.392169,7.251384,7.461648,7.470373,7.217174,7.38493,7.092417,7.416866,7.241036,7.535168,7.192846,7.761702
"ACVR1C",6.842264,6.455503,6.581918,6.753827,6.779602,6.759644,6.550127,6.850066,6.965475,6.43557,6.704259,6.614502,6.150317,5.673605
"ACVR2A",6.152524,6.196766,6.496197,6.635565,6.413743,6.297895,6.787278,6.582131,6.515074,6.26856,6.764633,6.486498,6.383597,6.015933
"ACVR2B",5.194467,5.547497,4.936587,5.293739,5.17723,5.196925,5.345551,5.059332,5.220715,5.152802,5.722304,5.2948,4.893736,5.208537
"ACVRL1",5.497874,5.547768,5.706861,5.3564,5.486563,5.106315,5.464942,5.542865,5.2018,5.256569,5.483274,5.735567,5.440084,5.709538
"ACY3",5.924628,5.676136,5.5923,5.81842,5.626341,5.377327,5.786115,5.628426,5.529168,5.76613,5.073378,5.548809,5.352952,5.772676
"ACYP1",6.119132,6.272661,6.504771,7.011831,6.483243,6.697989,6.560378,6.640675,6.435506,6.2151,6.874542,6.275582,6.421698,5.92618
"ACYP2",5.741969,6.054068,5.850499,6.004731,5.964686,5.876625,6.346587,6.073095,6.068324,6.106962,6.208972,6.06334,6.266822,6.024316
"ADA",7.75,7.815192,7.841179,7.932545,7.668952,7.730742,7.956933,7.969922,8.06263,8.108986,8.166951,8.047709,8.276096,7.407283
"ADA2",10.12275,10.08969,10.34868,9.605771,10.09498,9.725684,9.970488,10.20287,9.79495,9.861666,10.1034,10.17036,9.943638,10.05467
"ADAD1",2.969624,3.270699,2.911121,2.725236,2.945022,2.744462,2.915034,3.031553,2.993309,3.01456,2.91185,2.797562,3.036209,2.651627
"ADAD2",6.413228,6.53499,6.234417,6.34893,6.244554,6.191885,6.281393,5.973994,6.147007,6.211095,6.113948,6.075413,6.309253,6.392055
"ADAL",5.421192,5.036031,5.915956,5.85663,5.57915,5.571389,6.275528,5.738104,5.660372,5.474179,5.913504,5.506314,5.010091,5.132219
"ADAM10",10.99044,10.91235,11.08277,11.01254,10.93439,11.05011,10.9425,11.38159,10.95591,11.05856,11.07822,10.90466,10.92705,11.19458
"ADAM11",5.272747,5.710899,5.482186,5.506933,5.124515,5.034122,5.191631,5.102412,5.211918,5.584387,5.281108,5.27927,5.381742,5.555078
"ADAM12",6.11663,5.86599,6.32399,5.918007,5.357765,5.653548,5.245466,5.82181,5.393013,5.883365,5.600682,5.6567,5.518402,5.667621
"ADAM15",7.443451,7.589184,7.5919,7.370936,7.632694,7.216112,7.528163,7.117201,7.399219,7.461503,7.580288,7.763166,7.373707,7.778808
"ADAM17",9.4080515,9.2344425,9.629296,9.08834,9.422184,9.783234,9.365748,9.8453995,9.303009,9.4902915,9.5861965,9.4585455,9.4659865,9.452249
"ADAM18",3.772782,3.660393,3.507443,3.583838,3.33424,3.276477,3.151757,3.151064,3.647326,3.609883,3.100948,3.300175,3.281321,3.545284
"ADAM19",9.89572,9.698547,9.702362,9.410226,9.987675,9.530251,9.546614,9.57368,9.193787,9.639703,9.592825,9.795368,9.248178,9.894913
"ADAM2",2.81696,2.948231,2.814676,2.976375,2.899538,2.995082,2.689173,2.942322,3.056789,3.00167,2.909033,2.909045,2.823545,2.899538
"ADAM20",6.354141,5.930988,5.790221,4.938158,5.99572,5.767534,5.802064,5.769833,5.771257,6.009277,5.81193,5.934881,5.667423,5.696972
"ADAM20P1",3.491064,4.23458,3.952968,3.720608,3.787004,3.723348,3.615891,3.807564,3.983115,3.810963,4.07689,4.080582,3.726065,3.42188
"ADAM21",3.197812,3.325806,2.828974,2.720034,3.140638,3.203738,3.2722,2.635302,3.337078,2.84518,2.903691,2.990192,3.46728,2.779875
"ADAM21P1",4.571089,3.978525,4.191981,3.866424,3.804977,3.610446,3.594567,4.323165,3.325077,4.132891,3.826003,3.549016,3.708927,3.708138
"ADAM22",5.135369,4.95817,5.030656,5.164068,5.317639,5.293294,5.273681,5.029024,5.131116,5.150774,5.745333,5.208044,5.195421,4.472403
"ADAM23",5.697551,6.05694,6.157732,6.697599,5.842848,6.440135,6.478476,6.454964,6.063429,6.179248,6.40816,6.237849,5.989972,5.551732
"ADAM28",8.509785,8.161474,8.63728,8.441267,8.027574,8.195452,8.452237,8.54168,7.891776,8.177565,8.054889,8.454556,7.535951,8.333014
"ADAM29",4.033283,4.151526,3.951833,3.852903,3.787605,3.940495,3.811305,3.628342,4.029942,3.941594,4.202065,3.80131,3.614129,4.113339
"ADAM30",3.827945,3.926588,3.87368,3.992424,4.044962,3.887417,3.745644,3.607352,3.903395,3.872374,3.874001,4.028972,4.101882,4.173441
"ADAM32",4.137012,4.005931,4.096624,4.191738,4.16433,3.794885,4.005931,4.005931,4.246822,4.035192,3.851205,4.022704,4.005931,4.400261
"ADAM33",6.085376,6.268486,5.908615,6.155639,6.101762,6.01001,5.944516,5.922062,5.901432,6.030468,5.928551,6.008624,6.00879,6.168546
"ADAM3A",3.575671,3.808145,3.44767,3.445413,3.219352,3.263856,3.233223,3.314043,3.492924,3.309857,3.165328,3.092491,3.357563,3.518991
"ADAM5",2.756044,3.090881,2.699325,3.013122,2.790995,2.644361,2.752774,2.554582,2.773762,2.83274,2.60331,2.584421,2.585234,2.854367
"ADAM7",3.337337,3.469655,3.194921,3.477578,3.020586,3.156417,3.13121,3.19442,3.39989,3.428722,3.154596,2.945073,3.105487,3.24966
"ADAM8",9.807508,9.83289,9.746526,9.418857,9.897661,9.770571,9.460682,9.578424,9.304284,9.658829,9.541544,10.16244,9.382044,9.911068
"ADAM9",8.011463,8.023647,8.487659,7.782434,8.201967,8.511071,8.121509,8.34185,8.167045,8.381312,8.330613,7.832644,8.27574,8.87479
"ADAMDEC1",3.960934,4.233566,4.030611,4.070612,4.088954,3.922508,4.384212,3.614657,4.017723,4.040097,3.938095,4.021375,3.954596,3.900576
"ADAMTS1",5.996554,5.375811,5.657646,5.513155,6.043895,6.028433,5.527719,5.277967,5.523719,5.732143,6.31066,5.404951,5.197209,5.496461
"ADAMTS10",7.352648,7.044575,6.758026,7.003125,7.173868,7.125014,7.024114,6.823179,6.765981,6.962209,7.64041,7.134785,6.607141,6.567113
"ADAMTS12",4.81266,5.442404,4.963061,4.893162,4.603715,4.318067,4.541561,4.603899,5.245706,5.180188,4.610072,4.783426,4.885638,5.034483
"ADAMTS13",5.860099,6.138029,5.740842,5.998071,5.79842,5.800972,5.674767,5.660693,5.761849,6.01109,5.75107,5.724778,5.721536,6.038549
"ADAMTS14",5.610028,5.973526,5.359501,5.631603,5.033278,5.572654,5.27221,5.349529,5.47709,5.79254,5.340395,5.418237,5.73805,5.63552
"ADAMTS15",5.038317,5.141407,4.918246,5.471616,5.20497,4.909397,4.764047,5.111581,5.008826,5.361005,4.913652,4.592589,5.329554,5.416054
"ADAMTS16",5.27459,5.653861,5.281646,5.925834,5.189757,5.392844,5.068415,5.159549,5.050112,5.739402,5.142925,5.281646,5.023324,5.317517
"ADAMTS17",6.53724,6.688458,6.28152,6.501444,6.404024,6.113489,6.292945,6.407209,6.662927,6.686769,6.679082,6.607927,6.520314,6.415872
"ADAMTS18",4.493647,4.866404,4.420024,4.557668,4.449965,4.466008,4.341105,4.146993,4.498998,4.452431,4.004892,4.256308,4.239412,4.471079
"ADAMTS19",4.18,4.579288,4.176049,4.46633,3.912117,4.149891,4.054721,4.046345,4.419466,4.146839,4.021621,4.121266,4.269561,4.190263
"ADAMTS2",5.738935,5.954873,5.621629,5.857099,5.481019,5.637193,5.507437,5.603533,5.638387,5.849961,5.370298,5.601687,5.627965,5.827361
"ADAMTS20",4.129178,4.056334,3.993479,4.032564,3.950994,3.765903,3.7598,4.023513,4.218143,4.203299,3.699721,3.84062,3.950994,3.992209
"ADAMTS3",4.580832,4.587786,4.264055,4.480757,4.190224,4.598516,4.516543,4.182343,4.404323,4.319689,4.310709,4.399967,4.69263,4.726147
"ADAMTS4",5.003519,5.451114,4.823293,5.187452,5.21365,4.778329,4.843587,4.619514,5.238941,5.332624,4.907784,5.064342,5.266782,5.262863
"ADAMTS5",4.971788,4.959955,5.308469,4.97877,4.886785,4.952438,5.313772,4.844228,4.823926,5.332273,5.216914,4.971788,5.0612,4.971788
"ADAMTS6",4.820781,4.673912,4.717514,4.622727,4.735797,5.101115,4.785288,4.712813,4.754403,4.839138,4.915759,4.883471,5.079445,4.796088
"ADAMTS7",6.576445,6.761901,6.595912,6.702911,6.569416,6.220836,6.60963,6.370713,6.587725,6.845906,6.508134,6.579126,6.827455,6.738965
"ADAMTS8",5.213005,5.220765,5.087386,5.416631,5.145235,5.428547,4.963914,4.856127,5.06766,5.151145,4.983345,4.925161,5.151145,5.348967
"ADAMTS9",4.605798,4.749261,4.603922,4.713707,4.617881,4.38215,4.476073,4.516015,4.568926,4.636881,4.448387,4.420841,4.198439,4.791718
"ADAMTSL1",4.642249,4.852114,4.569322,4.622128,4.422319,4.5167435,4.298974,4.3942265,4.6003375,4.602225,4.5624285,4.3108785,4.6935985,4.7613635
"ADAMTSL2",6.684303,6.626766,6.471916,6.589021,6.217434,6.266173,6.384234,6.4771,6.293764,6.677275,6.225541,6.106415,6.445096,6.538924
"ADAMTSL3",4.29165,4.600864,4.193661,4.266562,4.106478,4.290145,4.10426,4.166936,4.098322,4.722824,4.069081,4.297612,3.963175,4.55013
"ADAMTSL4",6.9419,6.848398,7.214227,6.790917,6.775105,6.696646,6.32431,6.821415,6.813156,6.686928,6.737753,7.071029,6.399969,7.276906
"ADAMTSL4-AS1",9.031792,8.604954,8.287726,8.172683,8.580399,8.414547,7.891843,8.112801,7.927514,8.040174,8.30859,8.860506,8.253727,8.971587
"ADAMTSL5",6.336169,6.223611,5.967916,6.176232,6.33952,6.131309,6.166576,6.072213,6.366732,6.219172,6.06929,6.12752,6.230897,6.117393
"ADAP1",8.624926,8.754896,8.943193,8.956523,8.530678,8.564178,8.380867,8.738621,8.279594,8.841805,8.47612,8.519391,8.683738,9.190299
"ADAP2",6.525995,6.3543545,7.1212845,6.4962955,6.4586475,6.5143465,6.4624655,6.7090755,6.316813,6.677365,6.893025,6.7892735,6.735897,6.6851985
"ADAR",10.94897,10.85822,11.06559,10.47464,10.80068,10.63749,10.60862,10.64872,10.69261,10.71284,10.82072,10.85576,10.68093,10.94598
"ADARB1",8.182924,8.343618,7.890558,8.337211,8.085706,8.07925,8.346878,8.188445,8.041252,8.148296,8.258377,8.341852,7.965012,7.784111
"ADARB2",6.122277,6.250535,5.635461,6.034961,6.095334,5.542605,5.841187,5.48529,6.276762,5.98263,6.242784,5.717243,6.265438,5.916347
"ADAT1",8.371823,8.138682,8.41765,8.358643,8.417873,8.783166,8.749619,8.527172,8.416024,8.502286,8.585243,8.476261,8.34129,8.381617
"ADAT2",7.290834,7.21464,7.195826,7.031246,7.032888,7.315887,7.120448,7.282718,7.21464,7.211021,7.321427,7.309007,7.115844,7.133108
"ADCK1",6.549417,6.467127,6.789469,6.804726,6.849638,6.537254,6.902204,6.513913,6.508519,6.665946,6.61003,7.523204,6.299367,6.256914
"ADCK2",6.403565,6.371593,6.355394,6.575113,6.546601,6.403565,6.403565,6.661479,6.098116,6.191556,6.780554,6.76222,6.640515,5.840854
"ADCK5",6.158112,6.431168,5.90778,6.518285,6.209538,6.126906,6.466141,6.279293,6.0859,6.460002,6.284932,6.39064,6.438042,6.357206
"ADCY1",5.427964,5.648163,5.517437,5.849148,5.565345,5.532629,5.170338,5.300635,5.264124,5.32109,5.632304,5.058178,5.39538,5.658949
"ADCY10",4.166602,3.962644,3.955418,3.96137,3.978052,3.93007,3.700536,3.783072,4.003961,4.174242,3.749121,3.930309,3.981073,4.329088
"ADCY10P1",7.9955485,7.462473,7.672782,6.9434435,7.878512,7.5924155,7.2155685,7.758085,6.912022,7.3232735,7.9122525,8.0646165,7.0900185,7.7907115
"ADCY2",5.590929,5.785025,5.830134,5.909462,5.521775,5.087386,5.187342,5.50753,5.406151,5.767962,5.626124,5.488829,5.526579,5.747991
"ADCY3",7.406295,7.489911,7.349277,7.580771,7.296323,7.328734,7.464958,7.493659,7.349602,7.287937,7.327497,7.788538,7.249824,7.412856
"ADCY4",7.009725,6.961061,7.072352,6.644386,7.232314,6.985372,6.622073,6.706523,6.675103,6.727781,6.692162,7.055935,6.681308,7.330876
"ADCY5",5.560643,5.241431,5.252896,5.180042,5.355565,5.256335,4.999126,4.834334,5.342576,5.558689,5.437259,5.259539,5.013072,5.17322
